date_month,partner_area_name,name_city,zonas,zonas_santiago,vertical,total_confirmed_order,total_active_users,total_failed_order,total_failed_active_users,total_confirmed_orders_plus,total_plus_active_users,total_failed_orders_plus,total_failed_plus_active_users,total_GFV,total_GFV_PLUS,total_GFV_NO_PLUS,total_GMV,total_GMV_PLUS,total_GMV_NO_PLUS
2021-09-01,Contulmo,Biobío,Sur,Regiones,food,2,1,0,0,0,0,0,0,30320,,30320,33600,,33600
2022-04-01,Hijuelas,Quillota,Quinta,Regiones,dmart,4,3,0,0,0,0,0,0,50126.5,,50126.5,56834.5,,56834.5
2022-06-01,Lanco,Valdivia,Sur,Regiones,food,13,6,0,0,0,0,0,0,196966,,196966,214016,,214016
2021-02-01,Alhue,Alhue,other,Regiones,dmart,1,1,0,0,0,0,0,0,740,,740,740,,740
2023-04-01,Maipo,Buin,RM,Zona No Oriente,food,106,79,1,1,2,2,0,2,1563388.4,16260,1547128.4,1764852.3599999999,20260,1744592.3599999999
2021-03-01,Mulchén,Biobío,Sur,Regiones,food,6,2,1,1,0,0,0,0,54280,,54280,57030,,57030
2022-02-01,Catapílco,Zapallar,other,Regiones,food,3,1,0,0,0,0,0,0,16690,,16690,19670,,19670
2024-04-01,Curacavis,Santiago,RM,Zona No Oriente,food,8,6,9,7,0,0,4,0,85170,,85170,101000,,101000
2021-05-01,María Elena,Tocopilla,other,Regiones,food,2,2,0,0,0,0,0,0,20000,,20000,20490,,20490
2022-06-01,Pomaire,Santiago,RM,Zona No Oriente,food,10,2,2,1,0,0,0,0,80367,,80367,90809,,90809
2022-12-01,Pirque,Puente Alto,other,Regiones,food,9,5,5,4,0,0,0,0,90720,,90720,103520,,103520
2022-05-01,Los Lagos,Valdivia,Sur,Regiones,food,4,1,0,0,0,0,0,0,60850,,60850,68844,,68844
2021-08-01,Frutillar,Puerto Montt,Sur,Regiones,food,3,2,0,0,0,0,0,0,59763,,59763,62343,,62343
2021-05-01,Vilcún,Temuco,Sur,Regiones,food,7,5,0,0,0,0,0,0,65160,,65160,69960,,69960
2022-08-01,Batuco,Batuco,other,Regiones,food,4,3,0,0,0,0,0,0,76670,,76670,87586,,87586
2022-10-01,Lanco,Valdivia,Sur,Regiones,food,6,5,0,0,0,0,0,0,53333,,53333,57931,,57931
2021-07-01,Tocopilla,Tocopilla,other,Regiones,food,4,1,0,0,0,0,0,0,22790,,22790,28950,,28950
2023-01-01,Lanco,Valdivia,Sur,Regiones,dmart,5,2,0,0,0,0,0,0,36908,,36908,41158,,41158
2021-02-01,Tomé,Gran Concepción,Sur,Regiones,food,0,0,2,2,0,0,0,0,,,,,,
2021-04-01,Taltal,Antofagasta,Norte,Regiones,non_food,1,1,0,0,0,0,0,0,12000,,12000,13690,,13690
2024-03-01,Talcahuano_old,Gran Concepción,Sur,Regiones,non_food,1,1,0,0,0,0,0,0,9990,,9990,11330,,11330
2024-05-01,Purranque,Osorno,Sur,Regiones,food,2,1,0,0,0,0,0,0,26610,,26610,31590,,31590
2023-05-01,La Cruz,Quillota,Quinta,Regiones,dmart,1,1,0,0,0,0,0,0,6320,,6320,8010,,8010
2022-10-01,LicanRay,Villarrica,other,Regiones,food,1,1,0,0,0,0,0,0,17140,,17140,18640,,18640
2021-07-01,Alhue,Alhue,other,Regiones,food,3,2,0,0,0,0,0,0,29580,,29580,32860,,32860
2021-09-01,Lautaro,Temuco,Sur,Regiones,food,1,1,0,0,0,0,0,0,7970,,7970,9960,,9960
2022-01-01,Frutillar,Frutillar,other,Regiones,food,7,6,0,0,0,0,0,0,93880,,93880,102880,,102880
2022-05-01,Alhue,Alhue,other,Regiones,non_food,3,1,0,0,0,0,0,0,37690,,37690,44848,,44848
2021-06-01,Puerto Octay,Osorno,Sur,Regiones,food,2,1,0,0,0,0,0,0,19280,,19280,21860,,21860
2022-05-01,Pitrufquén,Temuco,Sur,Regiones,food,1,1,1,1,0,0,0,0,8990,,8990,10240,,10240
2021-06-01,San Clemente,Talca,Sur,Regiones,dmart,1,1,0,0,0,0,0,0,12580,,12580,12580,,12580
2023-03-01,María Elena,Tocopilla,other,Regiones,food,1,1,0,0,0,0,0,0,11520,,11520,11520,,11520
2021-05-01,Lota_deleted,Gran Concepción,Sur,Regiones,food,24,16,1,1,0,0,0,0,219974,,219974,231894,,231894
2022-02-01,Calera,Valparaíso,Quinta,Regiones,food,6,3,0,0,0,0,0,0,68380,,68380,77240,,77240
2022-11-01,Yumbel,Biobío,Sur,Regiones,food,1,1,0,0,0,0,0,0,3000,,3000,3000,,3000
2022-04-01,Baquedano,Baquedano,other,Regiones,food,4,2,0,0,0,0,0,0,55330,,55330,62486,,62486
2021-06-01,Teno,Curicó,Sur,Regiones,non_food,1,1,0,0,0,0,0,0,12990,,12990,14980,,14980
2024-05-01,Chacalluta,Arica,Norte,Regiones,food,1,1,0,0,0,0,0,0,4800,,4800,5890,,5890
2022-06-01,Fresia,Puerto Montt,Sur,Regiones,food,1,1,1,1,0,0,0,0,18720,,18720,21142,,21142
2022-12-01,Los Alamos,Lebu,other,Regiones,dmart,1,1,0,0,0,0,0,0,24770.5,,24770.5,25770.5,,25770.5
2021-03-01,Nueva Imperial,Temuco,Sur,Regiones,dmart,1,1,0,0,0,0,0,0,8460,,8460,8460,,8460
2022-12-01,Talagante_Deleted,Talagante,RM,Zona No Oriente,non_food,1,1,0,0,0,0,0,0,21300,,21300,21300,,21300
2022-10-01,Curanilahue,Lebu,other,Regiones,non_food,2,1,0,0,0,0,0,0,33120,,33120,35510,,35510
2023-05-01,San Pedro de la Paz_Old,Gran Concepción,Sur,Regiones,non_food,1,1,0,0,1,1,0,1,8972,8972,,9372,9372,
2022-01-01,Loncoche,Temuco,Sur,Regiones,food,8,1,0,0,0,0,0,0,206210,,206210,217930,,217930
2021-05-01,Combarbalá,Ovalle,Norte,Regiones,non_food,2,2,2,2,0,0,0,0,1870,,1870,1870,,1870
2021-09-01,Mulchén,Biobío,Sur,Regiones,food,3,3,0,0,0,0,0,0,29100,,29100,31080,,31080
2022-02-01,Victoria,Angol,other,Regiones,food,16,14,1,1,0,0,0,0,272570,,272570,289250,,289250
2021-06-01,Mulchén,Biobío,Sur,Regiones,food,5,4,0,0,0,0,0,0,56410,,56410,62590,,62590
2021-07-01,Pomaire,Santiago,RM,Zona No Oriente,food,3,2,0,0,0,0,0,0,44020,,44020,48800,,48800
2022-10-01,Calera,Valparaíso,Quinta,Regiones,food,4,3,0,0,0,0,0,0,46767,,46767,50629,,50629
2022-06-01,Tierra Amarilla,Copiapó,Norte,Regiones,food,1,1,0,0,0,0,0,0,10190,,10190,12359,,12359
2022-02-01,Santa Bárbara,Los Ángeles,Sur,Regiones,food,1,1,0,0,0,0,0,0,19990,,19990,22079.6,,22079.6
2022-07-01,Hijuelas,Hijuelas,other,Regiones,non_food,1,1,0,0,0,0,0,0,5410,,5410,7910,,7910
2022-07-01,Linares,Linares,Sur,Regiones,food,5255,2501,215,194,1,1,0,1,65765611.900000006,47900,65717711.900000006,73910844.679999992,49690,73861154.679999992
2021-05-01,Pirque,Puente Alto,other,Regiones,food,26,24,2,2,0,0,0,0,363620,,363620,398620,,398620
2022-08-01,Linares,Linares,Sur,Regiones,food,5090,2350,287,234,1,1,0,1,62374643.399999991,2582,62372061.399999991,70026963.28,2582,70024381.28
2022-10-01,San Pedro de la Paz_Old,Gran Concepción,Sur,Regiones,food,19,8,1,1,4,1,0,1,304208,70540,233668,332985,73911,259074
2022-09-01,Cartagena,San Antonio,Quinta,Regiones,food,24,12,3,2,0,0,0,0,326945,,326945,382205,,382205
2024-05-01,San Fernando,San Fernando,Sur,Regiones,food,7808,3579,148,140,648,176,14,176,101207205.05,8021847.2,93185357.85,111912486.39999999,8606547.2,103305939.19999999
2021-02-01,Labranza,Temuco,Sur,Regiones,food,141,109,23,20,0,0,0,0,1130820,,1130820,1215290,,1215290
2023-02-01,Santo Domingo,Santo Domingo,other,Regiones,non_food,19,18,1,1,0,0,1,0,193780,,193780,219490,,219490
2023-10-01,Talagante,Talagante,RM,Zona No Oriente,non_food,279,185,29,24,31,17,2,17,3712158,402188,3309970,3942270,422668,3519602
2021-09-01,Lota_deleted,Gran Concepción,Sur,Regiones,food,19,9,2,2,0,0,0,0,211130,,211130,229010,,229010
2024-03-01,Curacavis,Santiago,RM,Zona No Oriente,food,27,21,2,2,2,1,0,1,349880,9150,340730,391260,9370,381890
2021-09-01,Lanco,Valdivia,Sur,Regiones,food,32,13,0,0,0,0,0,0,345810,,345810,386220,,386220
2022-03-01,Curacautín,Temuco,Sur,Regiones,food,4,2,0,0,0,0,0,0,68182,,68182,73314,,73314
2023-06-01,Cañete,Biobío,Sur,Regiones,food,2,2,0,0,0,0,0,0,52962,,52962,56342,,56342
2021-12-01,Talcahuano_old,Gran Concepción,Sur,Regiones,non_food,56,26,5,4,0,0,0,0,730501,,730501,853471,,853471
2021-03-01,Santa Bárbara,Los Ángeles,Sur,Regiones,food,8,3,0,0,0,0,0,0,117370,,117370,126700,,126700
2023-10-01,Curacavis,Santiago,RM,Zona No Oriente,food,22,18,0,0,2,2,0,2,324266,34969,289297,350616,36959,313657
2021-08-01,Sagrada Familia,Maule,other,Regiones,food,1,1,1,1,0,0,0,0,14340,,14340,15930,,15930
2024-03-01,Linderos,Linderos,other,Regiones,food,343,185,14,13,48,16,0,16,5861177,817157,5044020,6576592,883252,5693340
2021-03-01,LicanRay,Villarrica,other,Regiones,food,429,400,3,3,0,0,0,0,2262300,,2262300,2270800,,2270800
2022-09-01,Linderos,Linderos,other,Regiones,food,307,164,17,16,0,0,0,0,4873406,,4873406,5453366.2,,5453366.2
2023-04-01,La Cruz,Quillota,Quinta,Regiones,food,45,14,3,2,14,1,0,1,575109,119009,456100,642324,128264,514060
2023-07-01,Chimbarongo,San Fernando,Sur,Regiones,food,11,10,1,1,0,0,0,0,142294,,142294,159374,,159374
2022-05-01,Yumbel,Biobío,Sur,Regiones,food,5,1,0,0,0,0,0,0,12500,,12500,12500,,12500
2023-01-01,Purto Toro,Puerto Montt,Sur,Regiones,food,24,14,0,0,0,0,0,0,358841,,358841,406781,,406781
2021-10-01,Maitencillo,Maitencillo,other,Regiones,food,12,11,1,1,0,0,0,0,130000,,130000,150000,,150000
2022-09-01,LicanRay,Villarrica,other,Regiones,food,1,1,0,0,0,0,0,0,0,,0,0,,0
2022-08-01,Taltal,Antofagasta,Norte,Regiones,food,0,0,2,1,0,0,0,0,,,,,,
2023-04-01,Laja,Biobío,Sur,Regiones,dmart,2,1,0,0,0,0,0,0,18450,,18450,22100,,22100
2023-06-01,Paine.,Paine,other,Regiones,non_food,6,5,0,0,0,0,0,0,99480,,99480,99480,,99480
2022-08-01,Santa Bárbara,Los Ángeles,Sur,Regiones,non_food,1,1,0,0,0,0,0,0,6300,,6300,6552,,6552
2021-06-01,Quillota_Deleted,Quillota,Quinta,Regiones,food,8,3,0,0,0,0,0,0,51130,,51130,60680,,60680
2023-07-01,Santo Domingo,Santo Domingo,other,Regiones,non_food,40,29,9,9,0,0,0,0,461455.5,,461455.5,524815.5,,524815.5
2022-05-01,Futrono,La Unión,other,Regiones,food,2,2,0,0,0,0,0,0,17922,,17922,19952,,19952
2023-08-01,Villarrica,Temuco,Sur,Regiones,food,38,28,5,4,2,2,0,2,570315,23700,546615,643305,27660,615645
2023-06-01,Calera,Valparaíso,Quinta,Regiones,food,2,2,0,0,0,0,0,0,33670,,33670,36660,,36660
2024-06-01,Caldera,Copiapó,Norte,Regiones,non_food,1,1,0,0,0,0,0,0,13850,,13850,16590,,16590
2022-06-01,Combarbalá,Ovalle,Norte,Regiones,food,20,8,3,3,0,0,0,0,179698,,179698,202141,,202141
2022-08-01,Pomaire,Santiago,RM,Zona No Oriente,dmart,1,1,0,0,0,0,0,0,19895,,19895,19895,,19895
2023-03-01,Cartagena,San Antonio,Quinta,Regiones,food,15,8,0,0,0,0,0,0,196860,,196860,220890,,220890
2022-08-01,San Pedro de la Paz_Old,Gran Concepción,Sur,Regiones,non_food,2,1,0,0,2,1,0,1,16570,16570,,19368,19368,
2021-05-01,San Pedro de la Paz_Old,Gran Concepción,Sur,Regiones,food,29,14,3,2,0,0,0,0,493610,,493610,530950,,530950
2021-04-01,Batuco,Batuco,other,Regiones,food,3,3,0,0,0,0,0,0,47900,,47900,51590,,51590
2022-05-01,El Quisco,El Quisco,other,Regiones,food,55,46,4,3,0,0,0,0,731964,,731964,786164,,786164
2024-05-01,Lanco,Valdivia,Sur,Regiones,food,3,1,0,0,0,0,0,0,16190,,16190,19980,,19980
2023-05-01,Teodoro Schmidt,Temuco,Sur,Regiones,food,1,1,0,0,0,0,0,0,14490,,14490,15960,,15960
2022-08-01,Santa Juana,Gran Concepción,Sur,Regiones,food,1,1,0,0,0,0,0,0,6980,,6980,8746,,8746
2022-05-01,Victoria,Angol,other,Regiones,food,6,2,0,0,0,0,0,0,96000,,96000,104340,,104340
2021-07-01,Victoria,Angol,other,Regiones,food,12,12,2,2,0,0,0,0,177280,,177280,191180,,191180
2022-10-01,Lanco,Valdivia,Sur,Regiones,dmart,1,1,0,0,0,0,0,0,7026,,7026,7026,,7026
2023-03-01,Caldera,Copiapó,Norte,Regiones,non_food,4,4,1,1,0,0,0,0,50201,,50201,56971,,56971
2023-08-01,Talagante,Talagante,RM,Zona No Oriente,non_food,295,196,18,17,36,19,2,19,3473693.7,340729.2,3132964.5,3696005.7,367149.2,3328856.5
2023-06-01,Cauquenes,Cauquenes,other,Regiones,food,3,1,0,0,0,0,0,0,20170,,20170,22750,,22750
2024-01-01,Laja,Biobío,Sur,Regiones,dmart,3,1,0,0,0,0,0,0,26532,,26532,30212,,30212
2021-05-01,La Cruz,Quillota,Quinta,Regiones,food,54,26,10,7,0,0,0,0,667546,,667546,733596,,733596
2022-02-01,Calle Larga,Los Andes,Quinta,Regiones,non_food,4,3,1,1,0,0,0,0,36745,,36745,44215,,44215
2024-06-01,Penco_deleted,Gran Concepción,Sur,Regiones,food,1,1,0,0,0,0,0,0,12290,,12290,12290,,12290
2021-02-01,Penco,Gran Concepción,Sur,Regiones,non_food,1,1,0,0,0,0,0,0,3500,,3500,5790,,5790
2024-05-01,San Fernando,San Fernando,Sur,Regiones,non_food,539,315,29,24,84,39,5,39,5977381,959943,5017438,6656077,1012458,5643619
2023-06-01,Chillán Viejo,Biobío,Sur,Regiones,food,1,1,0,0,0,0,0,0,4550,,4550,4950,,4950
2023-05-01,Alhue,Alhue,other,Regiones,food,6,1,0,0,6,1,0,1,107120,107120,,111670,111670,
2024-05-01,Caleta Horcón,Caleta Horcón,other,Regiones,food,1,1,0,0,0,0,0,0,11300,,11300,13800,,13800
2022-08-01,Maipo,Buin,RM,Zona No Oriente,food,46,35,4,4,0,0,0,0,665872,,665872,762079,,762079
2023-07-01,Combarbalá,Ovalle,Norte,Regiones,food,5,3,1,1,0,0,0,0,50160,,50160,55850,,55850
2022-01-01,Cachagua,Zapallar,other,Regiones,food,1,1,0,0,0,0,0,0,24500,,24500,26400,,26400
2022-04-01,Lanco,Valdivia,Sur,Regiones,food,25,10,0,0,0,0,0,0,361399.2,,361399.2,400345.2,,400345.2
2022-03-01,Olmué,Olmué,other,Regiones,food,0,0,1,1,0,0,0,0,,,,,,
2022-04-01,San Fernando,San Fernando,Sur,Regiones,non_food,403,214,29,25,0,0,0,0,4606826.9,,4606826.9,5210376.9,,5210376.9
2022-07-01,Coyhaique,Coyhaique,other,Regiones,food,55,41,3,2,0,0,0,0,844700,,844700,939200,,939200
2022-02-01,Lota_deleted,Gran Concepción,Sur,Regiones,non_food,1,1,0,0,0,0,0,0,1940,,1940,1940,,1940
2023-12-01,Villarrica,Temuco,Sur,Regiones,food,54,39,3,3,1,1,0,1,671383,8700,662683,768663,10920,757743
2021-07-01,Teodoro Schmidt,Temuco,Sur,Regiones,food,3,2,0,0,0,0,0,0,35040,,35040,40310,,40310
2021-05-01,Collipulli,Temuco,Sur,Regiones,dmart,1,1,0,0,0,0,0,0,5340,,5340,7030,,7030
2021-05-01,Lota_deleted,Gran Concepción,Sur,Regiones,non_food,4,1,0,0,0,0,0,0,22200,,22200,25380,,25380
2022-12-01,Camarones,Arica,Norte,Regiones,food,2,2,0,0,0,0,0,0,17830,,17830,20330,,20330
2022-08-01,Chillán Viejo,Biobío,Sur,Regiones,food,4,3,0,0,0,0,0,0,47746,,47746,53215,,53215
2021-05-01,Alhue,Alhue,other,Regiones,non_food,5,1,0,0,0,0,0,0,61008,,61008,72758,,72758
2021-04-01,Lanco,Valdivia,Sur,Regiones,non_food,3,2,0,0,0,0,0,0,23825,,23825,27705,,27705
2023-04-01,Combarbalá,Ovalle,Norte,Regiones,non_food,1,1,0,0,0,0,0,0,6000,,6000,7140,,7140
2021-03-01,Nueva Imperial,Temuco,Sur,Regiones,food,3,1,1,1,0,0,0,0,30630,,30630,33710,,33710
2024-03-01,Santa Julia,Valparaíso,Quinta,Regiones,food,1,1,0,0,0,0,0,0,4600,,4600,5390,,5390
2022-04-01,Diego de Almagro,Chañaral,other,Regiones,food,1,1,0,0,0,0,0,0,19300,,19300,19300,,19300
2021-07-01,Hijuelas,Quillota,Quinta,Regiones,food,84,29,1,1,0,0,0,0,964030,,964030,1085480,,1085480
2022-03-01,Labranza,Temuco,Sur,Regiones,food,258,190,13,13,0,0,0,0,2679538,,2679538,2914338,,2914338
2021-08-01,Caldera,Copiapó,Norte,Regiones,food,134,53,5,5,0,0,0,0,1309266,,1309266,1509586,,1509586
2021-09-01,Penco_deleted,Gran Concepción,Sur,Regiones,food,10,5,0,0,0,0,0,0,127740,,127740,146340,,146340
2023-04-01,Garbea,Temuco,Sur,Regiones,food,1,1,0,0,0,0,0,0,7920,,7920,7920,,7920
2022-12-01,El Quisco,El Quisco,other,Regiones,food,69,59,11,10,5,4,1,4,1065575,48490,1017085,1115075,48490,1066585
2021-02-01,Puerto Octay,Osorno,Sur,Regiones,food,5,2,0,0,0,0,0,0,38470,,38470,44530,,44530
2023-05-01,Batuco,Batuco,other,Regiones,food,10,2,0,0,8,1,0,1,180090,147590,32500,188690,153710,34980
2021-01-01,Puchuncaví,Valparaíso,Quinta,Regiones,non_food,1,1,0,0,0,0,0,0,5800,,5800,5800,,5800
2024-02-01,San Pedro de la Paz_Old,Gran Concepción,Sur,Regiones,food,1,1,0,0,0,0,0,0,25369,,25369,27549,,27549
2021-04-01,Villarrica,Temuco,Sur,Regiones,food,12,8,8,5,0,0,0,0,139230,,139230,148770,,148770
2021-10-01,Lautaro,Temuco,Sur,Regiones,food,3,2,0,0,0,0,0,0,39660,,39660,44530,,44530
2021-01-01,Contulmo,Biobío,Sur,Regiones,food,2,2,0,0,0,0,0,0,23980,,23980,26960,,26960
2021-04-01,Caldera,Copiapó,Norte,Regiones,food,135,70,4,3,0,0,0,0,1517822,,1517822,1688752,,1688752
2021-03-01,Pozo Almonte,Pozo Almonte,other,Regiones,food,1,1,0,0,0,0,0,0,20800,,20800,22800,,22800
2022-05-01,Villa Alegre,Maule,other,Regiones,food,1,1,0,0,0,0,0,0,9560,,9560,11048,,11048
2022-03-01,Caldera,Copiapó,Norte,Regiones,non_food,4,4,0,0,0,0,0,0,54915,,54915,57905,,57905
2022-10-01,Pichilemu,Pichilemu,other,Regiones,food,43,40,1,1,0,0,0,0,750800,,750800,810800,,810800
2021-01-01,Penco,Gran Concepción,Sur,Regiones,food,77,65,3,3,0,0,0,0,733232,,733232,780922,,780922
2023-08-01,Tomé,Tomé,other,Regiones,food,12,11,0,0,0,0,0,0,157490,,157490,171740,,171740
2023-05-01,Los Alamos,Lebu,other,Regiones,dmart,1,1,0,0,0,0,0,0,5860,,5860,7550,,7550
2022-08-01,Catemu,San Felipe,Quinta,Regiones,food,3,2,0,0,0,0,0,0,21210,,21210,24542,,24542
2021-04-01,Combarbalá,Ovalle,Norte,Regiones,food,44,29,9,6,0,0,0,0,580530,,580530,636760,,636760
2021-05-01,San Fernando,San Fernando,Sur,Regiones,food,1826,1037,269,201,0,0,0,0,21234325,,21234325,23545368,,23545368
2021-12-01,Collipulli,Temuco,Sur,Regiones,food,2,1,0,0,0,0,0,0,13430,,13430,16410,,16410
2022-04-01,El Olivar,Valparaíso,Quinta,Regiones,food,2,1,0,0,0,0,0,0,16116,,16116,16116,,16116
2023-08-01,Las Cruces,Valparaíso,Quinta,Regiones,food,1,1,0,0,0,0,0,0,8424,,8424,9664,,9664
2024-02-01,Talagante,Talagante,RM,Zona No Oriente,food,2390,1287,121,107,209,93,10,93,32871143.599999998,2721741.6,30149402,37022446.099999994,2997741.6,34024704.5
2024-02-01,Mejillones,Antofagasta,Norte,Regiones,food,36,27,4,4,4,4,0,4,499009,81909,417100,554269,86549,467720
2023-06-01,Talagante,Talagante,RM,Zona No Oriente,food,1913,1096,93,79,108,42,10,42,27159866.2,1415162.5,25744703.700000003,30204212.2,1525192.5,28679019.7
2024-01-01,Mejillones,Antofagasta,Norte,Regiones,food,29,26,2,2,1,1,0,1,376290,3520,372770,425640,5120,420520
2021-11-01,Laja,Biobío,Sur,Regiones,non_food,1,1,0,0,0,0,0,0,17969,,17969,18959,,18959
2024-05-01,Caldera,Copiapó,Norte,Regiones,non_food,2,2,0,0,0,0,0,0,11835,,11835,11835,,11835
2024-06-01,Talcahuano_old,Gran Concepción,Sur,Regiones,food,38,24,1,1,1,1,0,1,793559,29580,763979,849199,30970,818229
2021-09-01,María Elena,Tocopilla,other,Regiones,food,4,3,1,1,0,0,0,0,64810,,64810,71870,,71870
2023-06-01,Santo Domingo,Santo Domingo,other,Regiones,food,346,157,17,14,62,8,4,8,5118677,867574,4251103,5861287,930724,4930563
2022-11-01,El Quisco,El Quisco,other,Regiones,food,50,46,3,3,2,2,0,2,644886,51556,593330,693346,51556,641790
2021-01-01,Arauco,Lebu,other,Regiones,food,6,1,0,0,0,0,0,0,83020,,83020,90360,,90360
2023-06-01,Linares,Linares,Sur,Regiones,non_food,159,119,17,17,26,14,3,14,1661428.2,398749,1262679.2,1861533.2,428004,1433529.2
2024-02-01,Maipo,Buin,RM,Zona No Oriente,non_food,6,5,1,1,0,0,0,0,72730,,72730,83950,,83950
2022-04-01,Santa Juana,Gran Concepción,Sur,Regiones,food,2,1,0,0,0,0,0,0,23370,,23370,27185,,27185
2021-04-01,Puerto Octay,Osorno,Sur,Regiones,food,3,2,0,0,0,0,0,0,30650,,30650,35720,,35720
2021-04-01,Lampa,Colina,RM,Zona No Oriente,food,363,247,10,9,0,0,0,0,5377211,,5377211,5969749,,5969749
2021-04-01,Quillota_Deleted,Quillota,Quinta,Regiones,food,23,13,6,5,0,0,0,0,162100,,162100,187840,,187840
2022-09-01,Labranza,Temuco,Sur,Regiones,non_food,1,1,0,0,0,0,0,0,7620,,7620,9815,,9815
2022-09-01,La Cruz,Quillota,Quinta,Regiones,dmart,2,1,0,0,0,0,0,0,23670,,23670,23670,,23670
2024-02-01,Villarrica,Temuco,Sur,Regiones,food,93,77,14,13,5,5,1,5,1699050,54400,1644650,1878530,60640,1817890
2021-11-01,La Ligua,La Ligua,other,Regiones,food,21,19,0,0,0,0,0,0,301800,,301800,331800,,331800
2021-01-01,Sagrada Familia,Maule,other,Regiones,food,1,1,0,0,0,0,0,0,22400,,22400,24090,,24090
2023-07-01,Yumbel,Los Ángeles,Sur,Regiones,food,4,4,1,1,1,1,0,1,31020,4160,26860,31330,4160,27170
2023-01-01,Batuco,Batuco,other,Regiones,food,15,2,0,0,14,1,0,1,156022,140422,15600,161242,143642,17600
2024-01-01,Purto Toro,Puerto Montt,Sur,Regiones,food,4,3,0,0,0,0,0,0,59280,,59280,69770,,69770
2024-05-01,Baquedano,Baquedano,other,Regiones,food,1,1,0,0,0,0,0,0,8210,,8210,8210,,8210
2021-09-01,Yumbel,Los Ángeles,Sur,Regiones,food,7,4,1,1,0,0,0,0,66380,,66380,67970,,67970
2023-07-01,Talcahuano_old,Gran Concepción,Sur,Regiones,non_food,8,5,0,0,0,0,0,0,163050,,163050,175440,,175440
2022-10-01,Cartagena,San Antonio,Quinta,Regiones,food,13,9,0,0,0,0,0,0,215184.53,,215184.53,244121.53,,244121.53
2022-02-01,Yumbel,Biobío,Sur,Regiones,food,3,1,0,0,0,0,0,0,7500,,7500,7500,,7500
2021-11-01,Talagante_Deleted,Talagante,RM,Zona No Oriente,food,1,1,0,0,0,0,0,0,14800,,14800,16800,,16800
2023-03-01,Pichilemu,Pichilemu,other,Regiones,food,52,45,5,5,3,3,1,3,712100,37650,674450,788100,37650,750450
2021-02-01,Pomaire,Santiago,RM,Zona No Oriente,food,7,4,2,2,0,0,0,0,65130,,65130,77160,,77160
2021-10-01,Tocopilla,Tocopilla,other,Regiones,food,10,1,0,0,0,0,0,0,66570,,66570,81070,,81070
2021-04-01,La Laguna,Maitencillo,other,Regiones,food,11,10,6,3,0,0,0,0,196200,,196200,216200,,216200
2022-02-01,Curanilahue,Lebu,other,Regiones,food,1,1,0,0,0,0,0,0,12990,,12990,14280,,14280
2023-09-01,Tomé,Tomé,other,Regiones,food,20,20,4,4,1,1,0,1,260610,15300,245310,299760,18100,281660
2023-06-01,El Monte,Santiago,RM,Zona No Oriente,non_food,2,2,0,0,0,0,0,0,26700,,26700,26700,,26700
2021-08-01,Rio Claro,Talca,Sur,Regiones,food,1,1,0,0,0,0,0,0,15800,,15800,17090,,17090
2022-02-01,La Ligua,La Ligua,other,Regiones,food,19,19,3,3,0,0,0,0,198454,,198454,219454,,219454
2023-05-01,Lautaro,Temuco,Sur,Regiones,food,4,3,0,0,0,0,0,0,53560,,53560,55890,,55890
2021-05-01,Taltal,Antofagasta,Norte,Regiones,non_food,1,1,0,0,0,0,0,0,7000,,7000,8390,,8390
2023-11-01,Linderos,Linderos,other,Regiones,non_food,34,20,2,2,4,2,0,2,334795,42710,292085,392940,48055,344885
2022-02-01,Cañete,Biobío,Sur,Regiones,food,1,1,0,0,0,0,0,0,10000,,10000,10000,,10000
2022-05-01,Combarbalá,Ovalle,Norte,Regiones,non_food,2,2,0,0,0,0,0,0,22690,,22690,25674,,25674
2024-01-01,San Pedro de la Paz_Old,Gran Concepción,Sur,Regiones,non_food,1,1,0,0,0,0,0,0,10419.75,,10419.75,11709.75,,11709.75
2021-11-01,Calle Larga,Los Andes,Quinta,Regiones,food,156,78,2,2,0,0,0,0,2059785,,2059785,2317805,,2317805
2021-08-01,Victoria,Angol,other,Regiones,food,1,1,0,0,0,0,0,0,27000,,27000,28390,,28390
2023-02-01,Chillán Viejo,Biobío,Sur,Regiones,food,1,1,0,0,0,0,0,0,6990,,6990,7930,,7930
2021-02-01,Penco_deleted,Gran Concepción,Sur,Regiones,food,10,10,1,1,0,0,0,0,98020,,98020,105820,,105820
2023-05-01,Santa Julia,Valparaíso,Quinta,Regiones,dmart,1,1,0,0,0,0,0,0,0,,0,0,,0
2022-05-01,Santo Domingo,Santo Domingo,other,Regiones,non_food,1,1,0,0,0,0,0,0,5860,,5860,6094,,6094
2021-04-01,Quintero,Quintero,other,Regiones,food,0,0,1,1,0,0,0,0,,,,,,
2022-08-01,Cauquenes,Cauquenes,other,Regiones,food,3,1,0,0,0,0,0,0,11370,,11370,14090,,14090
2021-06-01,Vilcún,Temuco,Sur,Regiones,food,4,4,1,1,0,0,0,0,26100,,26100,29700,,29700
2023-07-01,Laja,Biobío,Sur,Regiones,food,3,1,0,0,0,0,0,0,41000,,41000,46220,,46220
2021-09-01,Nacimiento,Los Ángeles,Sur,Regiones,food,1,1,0,0,0,0,0,0,19980,,19980,21570,,21570
2021-05-01,San Pedro de la Paz_Old,Gran Concepción,Sur,Regiones,non_food,3,1,1,1,0,0,0,0,35050,,35050,40620,,40620
